Academic Year,County Code,District Code,School Code,County Name,District Name,School Name,District Type,School Type,"Educational 
Option Type","NSLP 
Provision 
Status","Charter 
School 
(Y/N)","Charter 
School 
Number","Charter 
Funding 
Type",IRC,Low Grade,High Grade,"Enrollment 
(K-12)","Free Meal 
Count 
(K-12)","Percent (%) 
Eligible Free 
(K-12)","FRPM Count 
(K-12)","Percent (%) 
Eligible FRPM 
(K-12)","Enrollment 
(Ages 5-17)","Free Meal 
Count 
(Ages 5-17)","Percent (%) 
Eligible Free 
(Ages 5-17)","FRPM Count 
(Ages 5-17)","Percent (%) 
Eligible FRPM 
(Ages 5-17)","2016-17 
CALPADS Fall 1 
Certification Status"
2016-2017,42,69112,111773,Santa Barbara,Blochman Union Elementary,Family Partnership Home Study Charter,Elementary School District,K-12 Schools (Public),Traditional,,Yes,763,Directly funded,Y,K,12,386,120,31.10%,195,50.50%,375,116,30.90%,189,50.40%,Y
2016-2017,42,69112,124255,Santa Barbara,Blochman Union Elementary,Trivium Charter,Elementary School District,K-12 Schools (Public),Traditional,,Yes,1319,Directly funded,Y,K,12,694,126,18.20%,224,32.30%,682,124,18.20%,221,32.40%,Y
2016-2017,42,69112,6045264,Santa Barbara,Blochman Union Elementary,Benjamin Foxen Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,8,197,84,42.60%,115,58.40%,197,84,42.60%,115,58.40%,Y
2016-2017,42,69120,102848,Santa Barbara,Santa Maria-Bonita,Sanchez (David J.) Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,788,616,78.20%,675,85.70%,775,613,79.10%,672,86.70%,Y
2016-2017,42,69120,102855,Santa Barbara,Santa Maria-Bonita,Kunst (Tommie) Junior High,Elementary School District,Junior High Schools (Public),Traditional,,No ,,,N,7,8,1030,583,56.60%,758,73.60%,1030,583,56.60%,758,73.60%,Y
2016-2017,42,69120,102863,Santa Barbara,Santa Maria-Bonita,Liberty Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,889,576,64.80%,685,77.10%,879,571,65.00%,680,77.40%,Y
2016-2017,42,69120,131623,Santa Barbara,Santa Maria-Bonita,"Jiménez, Roberto and Dr. Francisco Elementary School",Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,861,555,64.50%,678,78.70%,847,550,64.90%,673,79.50%,Y
2016-2017,42,69120,6045272,Santa Barbara,Santa Maria-Bonita,Bonita Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,599,461,77.00%,518,86.50%,586,455,77.60%,512,87.40%,Y
2016-2017,42,69120,6045959,Santa Barbara,Santa Maria-Bonita,Adam (William Laird) Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,990,785,79.30%,861,87.00%,972,779,80.10%,855,88.00%,Y
2016-2017,42,69120,6045967,Santa Barbara,Santa Maria-Bonita,Alvin Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,1025,815,79.50%,905,88.30%,1009,806,79.90%,896,88.80%,Y
2016-2017,42,69120,6045975,Santa Barbara,Santa Maria-Bonita,Arellanes (Don Juan Bautista) Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,294,192,65.30%,242,82.30%,289,189,65.40%,239,82.70%,Y
2016-2017,42,69120,6045991,Santa Barbara,Santa Maria-Bonita,El Camino Junior High,Elementary School District,Intermediate/Middle Schools (Public),Traditional,,No ,,,N,7,8,798,609,76.30%,733,91.90%,798,609,76.30%,733,91.90%,Y
2016-2017,42,69120,6046007,Santa Barbara,Santa Maria-Bonita,Fairlawn Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,776,638,82.20%,682,87.90%,758,627,82.70%,671,88.50%,Y
2016-2017,42,69120,6046015,Santa Barbara,Santa Maria-Bonita,Fesler (Isaac) Junior High,Elementary School District,Intermediate/Middle Schools (Public),Traditional,,No ,,,N,7,8,934,643,68.80%,758,81.20%,934,643,68.80%,758,81.20%,Y
2016-2017,42,69120,6046023,Santa Barbara,Santa Maria-Bonita,Tunnell (Martin Luther) Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,839,463,55.20%,581,69.20%,827,460,55.60%,578,69.90%,Y
2016-2017,42,69120,6046031,Santa Barbara,Santa Maria-Bonita,Miller (Isaac) Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,885,663,74.90%,735,83.10%,871,654,75.10%,726,83.40%,Y
2016-2017,42,69120,6046049,Santa Barbara,Santa Maria-Bonita,Oakley (Calvin C.) Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,949,726,76.50%,798,84.10%,926,719,77.60%,791,85.40%,Y
2016-2017,42,69120,6046056,Santa Barbara,Santa Maria-Bonita,Rice (William) Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,889,620,69.70%,716,80.50%,865,610,70.50%,706,81.60%,Y
2016-2017,42,69120,6046064,Santa Barbara,Santa Maria-Bonita,Bruce (Robert) Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,972,740,76.10%,811,83.40%,959,736,76.70%,807,84.20%,Y
2016-2017,42,69120,6107007,Santa Barbara,Santa Maria-Bonita,Battles (Washington) Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,854,583,68.30%,663,77.60%,843,578,68.60%,658,78.10%,Y
2016-2017,42,69120,6109268,Santa Barbara,Santa Maria-Bonita,Ontiveros (Juan Pacifico) Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,1002,696,69.50%,818,81.60%,980,685,69.90%,807,82.30%,Y
2016-2017,42,69120,6119812,Santa Barbara,Santa Maria-Bonita,Taylor (Ida Redmond) Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,937,513,54.70%,640,68.30%,928,508,54.70%,635,68.40%,Y
2016-2017,42,69120,6119820,Santa Barbara,Santa Maria-Bonita,Arellanes Junior High,Elementary School District,Junior High Schools (Public),Traditional,,No ,,,N,7,8,557,377,67.70%,487,87.40%,557,377,67.70%,487,87.40%,Y
2016-2017,42,69138,6045280,Santa Barbara,Buellton Union Elementary,Jonata Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,,No ,,,N,6,8,221,65,29.40%,87,39.40%,221,65,29.40%,87,39.40%,Y
2016-2017,42,69138,6119804,Santa Barbara,Buellton Union Elementary,Oak Valley Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,393,106,27.00%,135,34.40%,384,105,27.30%,133,34.60%,Y
2016-2017,42,69146,102129,Santa Barbara,Carpinteria Unified,Carpinteria Family,Unified School District,Alternative Schools of Choice,Alternative School of Choice,,No ,,,N,K,5,73,10,13.70%,13,17.80%,73,10,13.70%,13,17.80%,Y
2016-2017,42,69146,4230181,Santa Barbara,Carpinteria Unified,Foothill Alternative High,Unified School District,Alternative Schools of Choice,Alternative School of Choice,,No ,,,N,9,12,12,5,41.70%,6,50.00%,7,3,42.90%,4,57.10%,Y
2016-2017,42,69146,4230587,Santa Barbara,Carpinteria Unified,Carpinteria Senior High,Unified School District,High Schools (Public),Traditional,,No ,,,N,9,12,636,254,39.90%,355,55.80%,602,239,39.70%,335,55.60%,Y
2016-2017,42,69146,4230595,Santa Barbara,Carpinteria Unified,Rincon High (Continuation),Unified School District,Continuation High Schools,Continuation School,,No ,,,N,9,12,21,11,52.40%,15,71.40%,19,11,57.90%,15,78.90%,Y
2016-2017,42,69146,6045298,Santa Barbara,Carpinteria Unified,Aliso Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,424,254,59.90%,323,76.20%,406,244,60.10%,311,76.60%,Y
2016-2017,42,69146,6045306,Santa Barbara,Carpinteria Unified,Canalino Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,528,251,47.50%,340,64.40%,490,235,48.00%,319,65.10%,Y
2016-2017,42,69146,6045322,Santa Barbara,Carpinteria Unified,Summerland Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,59,3,5.10%,4,6.80%,59,3,5.10%,4,6.80%,Y
2016-2017,42,69146,6060008,Santa Barbara,Carpinteria Unified,Carpinteria Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,No ,,,N,6,8,516,255,49.40%,327,63.40%,516,255,49.40%,327,63.40%,Y
2016-2017,42,69161,6045348,Santa Barbara,Cold Spring Elementary,Cold Spring Elementary,Elementary School District,Elemen Schools In 1 School Dist. (Public),Traditional,,No ,,,N,K,6,169,6,3.60%,6,3.60%,167,6,3.60%,6,3.60%,Y
2016-2017,42,69179,6045355,Santa Barbara,College Elementary,College Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,1,38,13,34.20%,18,47.40%,37,13,35.10%,18,48.60%,Y
2016-2017,42,69179,6045371,Santa Barbara,College Elementary,Santa Ynez Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,2,8,160,61,38.10%,87,54.40%,160,61,38.10%,87,54.40%,Y
2016-2017,42,69179,6118434,Santa Barbara,College Elementary,Santa Ynez Valley Charter,Elementary School District,Elementary Schools (Public),Traditional,,Yes,337,Directly funded,Y,K,8,195,16,8.20%,24,12.30%,194,15,7.70%,23,11.90%,Y
2016-2017,42,69195,6045405,Santa Barbara,Goleta Union Elementary,El Camino Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,244,133,54.50%,161,66.00%,238,133,55.90%,161,67.60%,Y
2016-2017,42,69195,6045421,Santa Barbara,Goleta Union Elementary,Ellwood Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,416,136,32.70%,193,46.40%,416,136,32.70%,193,46.40%,Y
2016-2017,42,69195,6045447,Santa Barbara,Goleta Union Elementary,Foothill Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,448,48,10.70%,66,14.70%,448,48,10.70%,66,14.70%,Y
2016-2017,42,69195,6045462,Santa Barbara,Goleta Union Elementary,Hollister Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,430,105,24.40%,156,36.30%,423,105,24.80%,156,36.90%,Y
2016-2017,42,69195,6045470,Santa Barbara,Goleta Union Elementary,Isla Vista Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,462,170,36.80%,234,50.60%,453,170,37.50%,234,51.70%,Y
2016-2017,42,69195,6045488,Santa Barbara,Goleta Union Elementary,Kellogg Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,413,76,18.40%,107,25.90%,404,76,18.80%,107,26.50%,Y
2016-2017,42,69195,6045496,Santa Barbara,Goleta Union Elementary,La Patera Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,387,182,47.00%,240,62.00%,387,182,47.00%,240,62.00%,Y
2016-2017,42,69195,6045504,Santa Barbara,Goleta Union Elementary,Mountain View Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,326,22,6.70%,33,10.10%,326,22,6.70%,33,10.10%,Y
2016-2017,42,69195,6067110,Santa Barbara,Goleta Union Elementary,Brandon Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,445,112,25.20%,165,37.10%,445,112,25.20%,165,37.10%,Y
2016-2017,42,69203,6045512,Santa Barbara,Guadalupe Union Elementary,Mary Buren Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,No ,,,N,K,5,858,642,74.80%,755,88.00%,839,629,75.00%,739,88.10%,Y
2016-2017,42,69203,6045520,Santa Barbara,Guadalupe Union Elementary,Kermit McKenzie Junior High,Elementary School District,Intermediate/Middle Schools (Public),Traditional,Provision 2,No ,,,N,6,8,422,321,76.10%,397,94.10%,422,321,76.10%,397,94.10%,Y
